text_length,object_count,total_filters,metadata_size,file_size,title_chars,label
0.2175342153494603,0.4108373507721289,0.29945169254479487,0.11104398849928324,0.07346786103322991,0.0,0
0.2594347482513034,0.1328730965633598,0.25595802480981544,0.10232661441689467,0.240050519749416,0.4254921071067262,0
0.016193678232482477,0.010913326118024641,-0.10623217853741812,0.0013057854362928385,0.7067953826189203,0.11286491232964584,0
0.34830398455711975,0.188994995454787,0.40568387108221293,0.12731117182677967,0.6499524449946893,0.0,0
-0.7309239215384111,-0.15169498615360955,-0.10623217853741812,0.02332828907824132,-0.7050009402896076,0.4420868337022459,1
0.242142593022196,0.05010324642213077,0.1497258462723974,0.19246306356552548,-0.08990427284073327,0.5972536805913646,0
0.16984731216339075,0.0,0.29945169254479487,-0.015022635679735042,-0.07391522790255627,-0.03615087345690161,1
0.34830398455711975,0.3078313236782267,0.6123328422525598,0.06528944305528799,0.5131124172572963,-0.07713535352562635,0
-0.8101654424482558,-0.714227323079348,-0.511916049619631,-0.8910962790508932,-0.025822829652121456,-0.674389034116991,1
-0.8101654424482558,-0.714227323079348,-0.511916049619631,-0.8910962790508932,-0.5223230301687518,-0.674389034116991,1
0.15059397674976457,0.6084980121497362,0.9810589573388729,0.14578134179551056,0.86469426274564,0.4079486079583988,0
-0.8101654424482558,-0.714227323079348,-0.511916049619631,-0.8910962790508932,-1.0083585932885488,-0.674389034116991,1
-0.8101654424482558,-0.714227323079348,-0.511916049619631,-0.8910962790508932,-0.28736228900644917,-0.674389034116991,1
0.2710837517888454,0.19877116856715607,0.43524119156355334,0.09550125733471677,0.22386691005620013,0.3591272508336399,0
0.10653463983922262,0.2577280772560959,0.6616418958920285,0.0,0.22047707610127948,0.49398103882196515,1
0.0469254029086856,0.42585650787790896,0.6767162082159431,0.17441050629380608,1.1703939503787555,0.1356107000277369,0
0.29321376475288624,-0.011445889810354921,0.08240007929815611,0.08434394470280698,-0.19988544777849776,-0.03615087345690161,1
-0.01630802349981816,-0.1125050658495034,0.0,0.06620053061066243,0.2109543317755324,0.03233805825833748,0
